# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e-01
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0.045         	5.936373e-07	1.250898e+01	1.341122e-06	1.264198e-06	7.692358e-08
0.0475        	5.710555e-07	1.219787e+01	1.306847e-06	1.224479e-06	8.236797e-08
0.05          	5.467509e-07	1.191187e+01	1.282862e-06	1.188182e-06	9.468025e-08
0.0525        	5.217858e-07	1.164775e+01	1.246753e-06	1.145162e-06	1.015908e-07
0.055         	4.968636e-07	1.140286e+01	1.215298e-06	1.104513e-06	1.107855e-07
0.0575        	4.724330e-07	1.117496e+01	1.184394e-06	1.064630e-06	1.197642e-07
0.06          	4.487760e-07	1.096220e+01	1.158618e-06	1.028085e-06	1.305327e-07
0.0625        	7.563417e-07	1.076287e+01	1.002320e-06	1.257502e-06	-2.551815e-07
0.065         	9.507011e-07	1.057583e+01	1.282398e-06	1.591900e-06	-3.095021e-07
0.0675        	1.077321e-06	1.039976e+01	1.446513e-06	1.800578e-06	-3.540646e-07
0.07          	1.159235e-06	1.023363e+01	1.554771e-06	1.936621e-06	-3.818493e-07
0.0725        	1.210042e-06	1.007657e+01	1.631970e-06	2.026028e-06	-3.940572e-07
0.075         	1.238596e-06	9.927781e+00	1.673742e-06	2.075467e-06	-4.017248e-07
0.0775        	1.329173e-06	9.786546e+00	1.569804e-06	2.114075e-06	-5.442711e-07
0.08          	1.381646e-06	9.652304e+00	1.808258e-06	2.285775e-06	-4.775164e-07
0.0825        	1.409716e-06	9.524479e+00	1.949221e-06	2.384327e-06	-4.351060e-07
0.085         	1.420969e-06	9.402585e+00	2.044086e-06	2.443012e-06	-3.989260e-07
0.0875        	1.420206e-06	9.286180e+00	2.114894e-06	2.477653e-06	-3.627585e-07
0.09          	1.410719e-06	9.174876e+00	2.156196e-06	2.488817e-06	-3.326206e-07
0.0925        	1.394872e-06	9.068317e+00	2.180013e-06	2.484878e-06	-3.048651e-07
0.095         	1.374401e-06	8.966178e+00	2.189855e-06	2.469328e-06	-2.794729e-07
0.0975        	1.350602e-06	8.868170e+00	2.188932e-06	2.445068e-06	-2.561358e-07
0.1           	1.324456e-06	8.774029e+00	2.184909e-06	2.416910e-06	-2.320015e-07
0.1025        	1.296708e-06	8.683508e+00	2.166869e-06	2.380143e-06	-2.132742e-07
0.105         	1.267932e-06	8.596390e+00	2.149014e-06	2.342439e-06	-1.934249e-07
0.1075        	1.238564e-06	8.512469e+00	2.132962e-06	2.305045e-06	-1.720831e-07
0.11          	1.208941e-06	8.431560e+00	2.106436e-06	2.262159e-06	-1.557227e-07
0.1125        	1.179322e-06	8.353491e+00	2.078869e-06	2.218757e-06	-1.398877e-07
0.115         	1.149906e-06	8.278105e+00	2.051977e-06	2.175894e-06	-1.239172e-07
0.1175        	1.120841e-06	8.205255e+00	2.022987e-06	2.132334e-06	-1.093472e-07
0.12          	1.092241e-06	8.134805e+00	1.993922e-06	2.089202e-06	-9.528012e-08
0.1225        	1.064191e-06	8.066631e+00	1.970376e-06	2.049379e-06	-7.900284e-08
0.125         	1.036751e-06	8.000617e+00	1.938968e-06	2.006235e-06	-6.726705e-08
0.1275        	1.009966e-06	7.936653e+00	1.907696e-06	1.963814e-06	-5.611786e-08
0.13          	9.838638e-07	7.874636e+00	1.880406e-06	1.924067e-06	-4.366080e-08
0.1325        	9.584618e-07	7.814477e+00	1.849998e-06	1.883461e-06	-3.346267e-08
0.135         	9.337693e-07	7.756085e+00	1.821253e-06	1.844396e-06	-2.314299e-08
0.1375        	9.097877e-07	7.699382e+00	1.796109e-06	1.807842e-06	-1.173309e-08
0.14          	8.865157e-07	7.644285e+00	1.766809e-06	1.769920e-06	-3.111339e-09
0.1425        	1.123964e-06	7.590592e+00	1.294140e-06	1.771034e-06	-4.768941e-07
0.145         	1.294895e-06	7.538535e+00	1.616973e-06	2.103381e-06	-4.864081e-07
0.1475        	1.423491e-06	7.487870e+00	1.820367e-06	2.333674e-06	-5.133074e-07
0.15          	1.521810e-06	7.438547e+00	1.977037e-06	2.510329e-06	-5.332917e-07
0.1525        	1.597132e-06	7.390513e+00	2.094950e-06	2.644607e-06	-5.496573e-07
0.155         	1.654431e-06	7.343712e+00	2.189268e-06	2.749065e-06	-5.597976e-07
0.1575        	1.697350e-06	7.298095e+00	2.257741e-06	2.826220e-06	-5.684789e-07
0.16          	1.728647e-06	7.253616e+00	2.304450e-06	2.880872e-06	-5.764215e-07
0.1625        	1.750477e-06	7.210229e+00	2.354062e-06	2.927507e-06	-5.734459e-07
0.165         	1.764542e-06	7.167892e+00	2.377378e-06	2.953231e-06	-5.758532e-07
0.1675        	1.772209e-06	7.126564e+00	2.402219e-06	2.973319e-06	-5.710993e-07
0.17          	1.774582e-06	7.086210e+00	2.413997e-06	2.981580e-06	-5.675833e-07
0.1725        	1.772566e-06	7.046793e+00	2.417380e-06	2.981256e-06	-5.638754e-07
0.175         	1.766903e-06	7.008268e+00	2.418744e-06	2.976275e-06	-5.575314e-07
0.1775        	1.758205e-06	6.970620e+00	2.422072e-06	2.969241e-06	-5.471691e-07
0.18          	1.746991e-06	6.933813e+00	2.422744e-06	2.958364e-06	-5.356194e-07
0.1825        	1.733691e-06	6.897812e+00	2.411679e-06	2.939530e-06	-5.278515e-07
0.185         	1.718664e-06	6.862593e+00	2.402641e-06	2.919985e-06	-5.173438e-07
0.1875        	1.702217e-06	6.828128e+00	2.387291e-06	2.895862e-06	-5.085710e-07
0.19          	1.684605e-06	6.794392e+00	2.378294e-06	2.873752e-06	-4.954582e-07
0.1925        	1.666050e-06	6.761361e+00	2.361591e-06	2.846845e-06	-4.852547e-07
0.195         	1.646738e-06	6.729012e+00	2.344225e-06	2.818850e-06	-4.746250e-07
0.1975        	1.626827e-06	6.697322e+00	2.326873e-06	2.790263e-06	-4.633905e-07
0.2           	1.606454e-06	6.666270e+00	2.319736e-06	2.766322e-06	-4.465857e-07
0.2025        	1.585734e-06	6.635838e+00	2.298960e-06	2.735214e-06	-4.362540e-07
0.205         	1.564769e-06	6.606005e+00	2.268647e-06	2.699093e-06	-4.304458e-07
0.2075        	1.543645e-06	6.576748e+00	2.258306e-06	2.672798e-06	-4.144924e-07
0.21          	1.522432e-06	6.548056e+00	2.238699e-06	2.641782e-06	-4.030828e-07
0.2125        	1.501193e-06	6.519909e+00	2.216332e-06	2.609359e-06	-3.930274e-07
0.215         	1.479983e-06	6.492295e+00	2.210093e-06	2.585029e-06	-3.749363e-07
0.2175        	1.510150e-06	6.465168e+00	1.876924e-06	2.448612e-06	-5.716882e-07
0.22          	1.526904e-06	6.438567e+00	2.044521e-06	2.549165e-06	-5.046436e-07
0.2225        	1.535571e-06	6.412451e+00	2.146242e-06	2.608692e-06	-4.624501e-07
0.225         	1.538692e-06	6.386800e+00	2.214351e-06	2.645867e-06	-4.315162e-07
0.2275        	1.537725e-06	6.361609e+00	2.281028e-06	2.678239e-06	-3.972115e-07
0.23          	1.533628e-06	6.336858e+00	2.322894e-06	2.695075e-06	-3.721812e-07
0.2325        	1.527078e-06	6.312552e+00	2.491938e-06	2.773047e-06	-2.811085e-07
0.235         	1.518580e-06	6.288657e+00	2.409018e-06	2.723089e-06	-3.140711e-07
0.2375        	1.508524e-06	6.265170e+00	2.497544e-06	2.757296e-06	-2.597520e-07
0.24          	1.497218e-06	6.242083e+00	2.487847e-06	2.741141e-06	-2.532946e-07
0.2425        	1.484904e-06	6.219383e+00	2.491438e-06	2.730623e-06	-2.391851e-07
0.245         	1.471780e-06	6.197059e+00	2.496309e-06	2.719935e-06	-2.236258e-07
0.2475        	1.458009e-06	6.175107e+00	2.518957e-06	2.717488e-06	-1.985305e-07
0.25          	1.443722e-06	6.153510e+00	2.500222e-06	2.693834e-06	-1.936114e-07
0.2525        	1.429032e-06	6.132245e+00	2.478073e-06	2.668068e-06	-1.899951e-07
0.255         	1.414029e-06	6.111335e+00	2.493397e-06	2.660728e-06	-1.673308e-07
0.2575        	1.398794e-06	6.090757e+00	2.497921e-06	2.647754e-06	-1.498330e-07
0.26          	1.383388e-06	6.070501e+00	2.478136e-06	2.622456e-06	-1.443204e-07
0.2625        	1.367872e-06	6.050563e+00	2.480832e-06	2.608288e-06	-1.274553e-07
0.265         	1.352288e-06	6.030926e+00	2.471136e-06	2.587856e-06	-1.167201e-07
0.2675        	1.336680e-06	6.011592e+00	2.440801e-06	2.557080e-06	-1.162793e-07
0.27          	1.321081e-06	5.992553e+00	2.430844e-06	2.536503e-06	-1.056594e-07
0.2725        	1.305522e-06	5.973798e+00	2.416656e-06	2.513850e-06	-9.719451e-08
0.275         	1.290028e-06	5.955322e+00	2.396792e-06	2.488424e-06	-9.163159e-08
0.2775        	1.274618e-06	5.937120e+00	2.379043e-06	2.464140e-06	-8.509674e-08
0.28          	1.259311e-06	5.919183e+00	2.374156e-06	2.446389e-06	-7.223265e-08
0.2825        	1.244120e-06	5.901507e+00	2.349787e-06	2.419014e-06	-6.922693e-08
0.285         	1.229061e-06	5.884085e+00	2.326603e-06	2.392363e-06	-6.575986e-08
0.2875        	1.214144e-06	5.866911e+00	2.316689e-06	2.372489e-06	-5.579960e-08
0.29          	1.199379e-06	5.849981e+00	2.287503e-06	2.343131e-06	-5.562725e-08
0.2925        	1.184773e-06	5.833289e+00	2.269037e-06	2.319291e-06	-5.025419e-08
0.295         	1.170332e-06	5.816829e+00	2.249748e-06	2.295207e-06	-4.545817e-08
0.2975        	1.156063e-06	5.800597e+00	2.236028e-06	2.274076e-06	-3.804891e-08
0.3           	1.141967e-06	5.784588e+00	2.215238e-06	2.249586e-06	-3.434793e-08
0.3025        	1.128049e-06	5.768797e+00	2.187233e-06	2.221666e-06	-3.443269e-08
0.305         	1.114312e-06	5.753212e+00	2.184537e-06	2.206580e-06	-2.204345e-08
0.3075        	1.100757e-06	5.737843e+00	2.157327e-06	2.179420e-06	-2.209362e-08
0.31          	1.087385e-06	5.722673e+00	2.144092e-06	2.159431e-06	-1.533920e-08
0.3125        	1.074198e-06	5.707704e+00	2.125894e-06	2.137146e-06	-1.125128e-08
0.315         	1.061196e-06	5.692947e+00	2.072198e-06	2.097294e-06	-2.509680e-08
0.3175        	1.048379e-06	5.678367e+00	2.093186e-06	2.094972e-06	-1.786331e-09
0.32          	1.035746e-06	5.663976e+00	2.057239e-06	2.064365e-06	-7.126835e-09
0.3225        	1.023296e-06	5.649770e+00	2.036501e-06	2.041547e-06	-5.046069e-09
0.325         	1.011029e-06	5.635745e+00	2.024722e-06	2.023390e-06	1.331303e-09
0.3275        	9.989436e-07	5.621898e+00	2.002085e-06	1.999986e-06	2.099070e-09
0.33          	1.132343e-06	5.608048e+00	1.509769e-06	1.887227e-06	-3.774581e-07
0.3325        	1.239091e-06	5.594576e+00	1.726512e-06	2.102346e-06	-3.758348e-07
0.335         	1.328039e-06	5.581259e+00	1.889639e-06	2.272858e-06	-3.832190e-07
0.3375        	1.403451e-06	5.568109e+00	2.025145e-06	2.416023e-06	-3.908781e-07
0.34          	1.467894e-06	5.555117e+00	2.146708e-06	2.541248e-06	-3.945396e-07
0.3425        	1.523179e-06	5.542267e+00	2.251231e-06	2.648794e-06	-3.975638e-07
0.345         	1.570682e-06	5.529567e+00	2.315672e-06	2.728518e-06	-4.128459e-07
0.3475        	1.611511e-06	5.517033e+00	2.420737e-06	2.821879e-06	-4.011420e-07
0.35          	1.646579e-06	5.504646e+00	2.478559e-06	2.885858e-06	-4.072994e-07
0.3525        	1.676630e-06	5.492404e+00	2.521855e-06	2.937557e-06	-4.157021e-07
0.355         	1.702287e-06	5.480305e+00	2.553994e-06	2.979284e-06	-4.252898e-07
0.3575        	1.724078e-06	5.468345e+00	2.597202e-06	3.022679e-06	-4.254776e-07
0.36          	1.742455e-06	5.456524e+00	2.617576e-06	3.051243e-06	-4.336672e-07
0.3625        	1.757805e-06	5.444841e+00	2.613836e-06	3.064723e-06	-4.508870e-07
0.365         	1.770465e-06	5.433277e+00	2.672267e-06	3.106599e-06	-4.343315e-07
0.3675        	1.780714e-06	5.421853e+00	2.627127e-06	3.094278e-06	-4.671507e-07
0.37          	1.788820e-06	5.410558e+00	2.676643e-06	3.127141e-06	-4.504984e-07
0.3725        	1.795002e-06	5.399387e+00	2.674574e-06	3.132290e-06	-4.577154e-07
0.375         	1.799458e-06	5.388341e+00	2.674343e-06	3.136629e-06	-4.622867e-07
0.3775        	1.802360e-06	5.377415e+00	2.658949e-06	3.131835e-06	-4.728859e-07
0.38          	1.803863e-06	5.366610e+00	2.660465e-06	3.134096e-06	-4.736308e-07
0.3825        	1.804105e-06	5.355921e+00	2.658179e-06	3.133195e-06	-4.750156e-07
0.385         	1.803209e-06	5.345350e+00	2.654854e-06	3.130636e-06	-4.757816e-07
0.3875        	1.801284e-06	5.334892e+00	2.652265e-06	3.127417e-06	-4.751521e-07
0.39          	1.798430e-06	5.324545e+00	2.634311e-06	3.115585e-06	-4.812743e-07
0.3925        	1.794735e-06	5.314308e+00	2.646862e-06	3.118166e-06	-4.713041e-07
0.395         	1.790278e-06	5.304180e+00	2.610358e-06	3.095457e-06	-4.850986e-07
0.3975        	1.785133e-06	5.294160e+00	2.565308e-06	3.067787e-06	-5.024789e-07
0.4           	1.779368e-06	5.284236e+00	2.639610e-06	3.099173e-06	-4.595632e-07
0.4025        	1.773033e-06	5.274422e+00	2.526061e-06	3.036064e-06	-5.100022e-07
0.405         	1.766194e-06	5.264709e+00	2.590627e-06	3.061507e-06	-4.708799e-07
0.4075        	1.758892e-06	5.255095e+00	2.538353e-06	3.028068e-06	-4.897151e-07
0.41          	1.751177e-06	5.245579e+00	2.547190e-06	3.024772e-06	-4.775822e-07
0.4125        	1.743087e-06	5.236160e+00	2.536982e-06	3.011578e-06	-4.745962e-07
0.415         	1.734659e-06	5.226836e+00	2.563819e-06	3.016569e-06	-4.527501e-07
0.4175        	1.725926e-06	5.217603e+00	2.538194e-06	2.995023e-06	-4.568290e-07
0.42          	1.716919e-06	5.208469e+00	2.528904e-06	2.981371e-06	-4.524676e-07
0.4225        	1.707672e-06	5.199424e+00	2.524100e-06	2.969722e-06	-4.456218e-07
0.425         	1.698209e-06	5.190463e+00	2.503896e-06	2.950157e-06	-4.462615e-07
0.4275        	1.688550e-06	5.181592e+00	2.496828e-06	2.936964e-06	-4.401362e-07
0.43          	1.678720e-06	5.172808e+00	2.489582e-06	2.923511e-06	-4.339297e-07
0.4325        	1.668740e-06	5.164111e+00	2.454703e-06	2.896092e-06	-4.413889e-07
0.435         	1.658630e-06	5.155500e+00	2.517167e-06	2.917214e-06	-4.000467e-07
0.4375        	1.648411e-06	5.146962e+00	2.398814e-06	2.847818e-06	-4.490046e-07
0.44          	1.638081e-06	5.138514e+00	2.485547e-06	2.880854e-06	-3.953075e-07
0.4425        	1.627674e-06	5.130144e+00	2.462731e-06	2.859039e-06	-3.963081e-07
0.445         	1.617194e-06	5.121855e+00	2.420091e-06	2.827240e-06	-4.071489e-07
0.4475        	1.606656e-06	5.113642e+00	2.379893e-06	2.796603e-06	-4.167099e-07
0.45          	1.596069e-06	5.105509e+00	2.322506e-06	2.757322e-06	-4.348157e-07
0.4525        	1.585443e-06	5.097450e+00	2.293442e-06	2.732164e-06	-4.387219e-07
0.455         	1.574791e-06	5.089468e+00	2.254262e-06	2.701922e-06	-4.476598e-07
0.4575        	1.564120e-06	5.081559e+00	2.306418e-06	2.717329e-06	-4.109110e-07
0.46          	1.553440e-06	5.073727e+00	2.202966e-06	2.654923e-06	-4.519565e-07
0.4625        	1.542758e-06	5.065959e+00	2.208155e-06	2.646835e-06	-4.386801e-07
0.465         	1.532080e-06	5.058262e+00	2.213982e-06	2.639070e-06	-4.250889e-07
0.4675        	1.521411e-06	5.050623e+00	2.247684e-06	2.645253e-06	-3.975687e-07
0.47          	1.510755e-06	5.043041e+00	2.332375e-06	2.676942e-06	-3.445672e-07
0.4725        	1.500116e-06	5.035556e+00	2.052718e-06	2.526475e-06	-4.737572e-07
0.475         	1.489508e-06	5.028137e+00	2.056887e-06	2.517952e-06	-4.610645e-07
0.4775        	1.478940e-06	5.020777e+00	2.135713e-06	2.546797e-06	-4.110840e-07
0.48          	1.468405e-06	5.013485e+00	2.061811e-06	2.499311e-06	-4.374997e-07
0.4825        	1.457912e-06	5.006257e+00	2.052602e-06	2.484213e-06	-4.316105e-07
0.485         	1.447462e-06	4.999092e+00	2.035114e-06	2.465019e-06	-4.299051e-07
0.4875        	1.437060e-06	4.991989e+00	2.021490e-06	2.447805e-06	-4.263149e-07
0.49          	1.426708e-06	4.984948e+00	1.993454e-06	2.423435e-06	-4.299806e-07
0.4925        	1.416409e-06	4.977965e+00	2.013681e-06	2.423249e-06	-4.095682e-07
0.495         	1.406163e-06	4.971044e+00	1.940393e-06	2.376359e-06	-4.359661e-07
0.4975        	1.395976e-06	4.964182e+00	1.943719e-06	2.367836e-06	-4.241166e-07
0.5           	1.385850e-06	4.957378e+00	1.931353e-06	2.351526e-06	-4.201731e-07
0.5025        	1.375784e-06	4.950632e+00	1.912802e-06	2.332185e-06	-4.193828e-07
0.505         	1.365781e-06	4.943942e+00	1.904055e-06	2.317809e-06	-4.137532e-07
0.5075        	1.355842e-06	4.937309e+00	1.852780e-06	2.282232e-06	-4.294518e-07
0.51          	1.345971e-06	4.930731e+00	1.860729e-06	2.276336e-06	-4.156066e-07
0.5125        	1.336167e-06	4.924209e+00	1.848210e-06	2.260272e-06	-4.120622e-07
0.515         	1.326430e-06	4.917745e+00	1.833957e-06	2.243408e-06	-4.094513e-07
0.5175        	1.316765e-06	4.911318e+00	1.849215e-06	2.241372e-06	-3.921570e-07
0.52          	1.307164e-06	4.904952e+00	1.709000e-06	2.161664e-06	-4.526641e-07
0.5225        	1.297634e-06	4.898643e+00	1.785984e-06	2.190626e-06	-4.046423e-07
0.525         	1.288177e-06	4.892382e+00	1.785490e-06	2.180922e-06	-3.954317e-07
0.5275        	1.278791e-06	4.886172e+00	1.803702e-06	2.180642e-06	-3.769405e-07
0.53          	1.269478e-06	4.880012e+00	1.753861e-06	2.146409e-06	-3.925477e-07
0.5325        	1.260238e-06	4.873901e+00	1.789596e-06	2.155036e-06	-3.654399e-07
0.535         	1.251071e-06	4.867841e+00	1.793403e-06	2.147772e-06	-3.543689e-07
0.5375        	1.241977e-06	4.861828e+00	1.795387e-06	2.139671e-06	-3.442835e-07
0.54          	1.232957e-06	4.855862e+00	1.805546e-06	2.135730e-06	-3.301842e-07
0.5425        	1.224011e-06	4.849943e+00	1.821106e-06	2.134564e-06	-3.134582e-07
0.545         	1.215139e-06	4.844071e+00	1.819307e-06	2.124792e-06	-3.054854e-07
0.5475        	1.206341e-06	4.838245e+00	1.801075e-06	2.106878e-06	-3.058033e-07
0.55          	1.197616e-06	4.832465e+00	1.781728e-06	2.088480e-06	-3.067521e-07
0.5525        	1.188965e-06	4.826729e+00	1.744404e-06	2.061167e-06	-3.167625e-07
0.555         	1.180387e-06	4.821038e+00	1.717405e-06	2.039090e-06	-3.216843e-07
0.5575        	1.171883e-06	4.815390e+00	1.693469e-06	2.018618e-06	-3.251483e-07
0.56          	1.163452e-06	4.809786e+00	1.675398e-06	2.001152e-06	-3.257533e-07
0.5625        	1.155095e-06	4.804225e+00	1.659487e-06	1.984839e-06	-3.253515e-07
0.565         	1.146811e-06	4.798708e+00	1.823288e-06	2.058455e-06	-2.351668e-07
0.5675        	1.138601e-06	4.793231e+00	1.487708e-06	1.882456e-06	-3.947470e-07
0.57          	1.159926e-06	4.787770e+00	1.203998e-06	1.761925e-06	-5.579270e-07
0.5725        	1.174540e-06	4.782367e+00	1.430701e-06	1.889890e-06	-4.591890e-07
0.575         	1.185184e-06	4.777013e+00	1.440176e-06	1.905272e-06	-4.650961e-07
0.5775        	1.193105e-06	4.771695e+00	1.702587e-06	2.044398e-06	-3.418110e-07
0.58          	1.198982e-06	4.766434e+00	1.580400e-06	1.989182e-06	-4.087819e-07
0.5825        	1.203244e-06	4.761214e+00	1.617077e-06	2.011783e-06	-3.947060e-07
0.585         	1.206193e-06	4.756017e+00	1.680871e-06	2.046629e-06	-3.657579e-07
0.5875        	1.208051e-06	4.750846e+00	1.749864e-06	2.082982e-06	-3.331189e-07
0.59          	1.208990e-06	4.745719e+00	1.734116e-06	2.076048e-06	-3.419317e-07
0.5925        	1.209141e-06	4.740637e+00	1.700608e-06	2.059445e-06	-3.588376e-07
0.595         	1.208622e-06	4.735591e+00	1.693954e-06	2.055599e-06	-3.616454e-07
0.5975        	1.207521e-06	4.730582e+00	1.611113e-06	2.013078e-06	-4.019650e-07
0.6           	1.205909e-06	4.725609e+00	1.742243e-06	2.077030e-06	-3.347872e-07
0.6025        	1.203849e-06	4.720671e+00	1.740520e-06	2.074109e-06	-3.335886e-07
0.605         	1.201396e-06	4.715769e+00	1.753590e-06	2.078191e-06	-3.246015e-07
0.6075        	1.198597e-06	4.710902e+00	1.753360e-06	2.075277e-06	-3.219173e-07
0.61          	1.195491e-06	4.706069e+00	1.777049e-06	2.084015e-06	-3.069665e-07
0.6125        	1.192112e-06	4.701271e+00	1.777636e-06	2.080930e-06	-3.032937e-07
0.615         	1.188490e-06	4.696508e+00	1.797576e-06	2.087278e-06	-2.897019e-07
0.6175        	1.184652e-06	4.691773e+00	1.758863e-06	2.064083e-06	-3.052200e-07
0.62          	1.180622e-06	4.687075e+00	1.810021e-06	2.085632e-06	-2.756112e-07
0.6225        	1.176418e-06	4.682411e+00	1.794215e-06	2.073525e-06	-2.793109e-07
0.625         	1.172061e-06	4.677781e+00	1.797793e-06	2.070957e-06	-2.731648e-07
0.6275        	1.167567e-06	4.673182e+00	1.790916e-06	2.063025e-06	-2.721094e-07
0.63          	1.162951e-06	4.668604e+00	1.781408e-06	2.053655e-06	-2.722467e-07
0.6325        	1.158224e-06	4.664069e+00	1.836381e-06	2.076415e-06	-2.400338e-07
0.635         	1.153401e-06	4.659564e+00	1.788964e-06	2.047883e-06	-2.589189e-07
0.6375        	1.148491e-06	4.655091e+00	1.795475e-06	2.046228e-06	-2.507533e-07
0.64          	1.143504e-06	4.650649e+00	1.794744e-06	2.040876e-06	-2.461319e-07
0.6425        	1.138449e-06	4.646239e+00	1.793433e-06	2.035166e-06	-2.417326e-07
0.645         	1.133335e-06	4.641842e+00	1.842888e-06	2.054779e-06	-2.118909e-07
0.6475        	1.128168e-06	4.637484e+00	1.824060e-06	2.040197e-06	-2.161376e-07
0.65          	1.122954e-06	4.633159e+00	1.839079e-06	2.042494e-06	-2.034141e-07
0.6525        	1.117700e-06	4.628868e+00	1.774595e-06	2.004997e-06	-2.304024e-07
0.655         	1.112412e-06	4.624575e+00	1.798972e-06	2.011898e-06	-2.129262e-07
0.6575        	1.107095e-06	4.620322e+00	1.825578e-06	2.019884e-06	-1.943066e-07
0.66          	1.101754e-06	4.616113e+00	1.831881e-06	2.017694e-06	-1.858134e-07
0.6625        	1.096392e-06	4.611931e+00	1.804254e-06	1.998519e-06	-1.942656e-07
0.665         	1.091015e-06	4.607776e+00	1.801053e-06	1.991542e-06	-1.904886e-07
0.6675        	1.085626e-06	4.603649e+00	1.806074e-06	1.988663e-06	-1.825887e-07
0.67          	1.080227e-06	4.599544e+00	1.760376e-06	1.960415e-06	-2.000393e-07
0.6725        	1.074822e-06	4.595469e+00	1.809297e-06	1.979470e-06	-1.701732e-07
0.675         	1.069413e-06	4.591420e+00	1.783342e-06	1.961084e-06	-1.777421e-07
0.6775        	1.064005e-06	4.587398e+00	1.777950e-06	1.952980e-06	-1.750297e-07
0.68          	1.058598e-06	4.583401e+00	1.775386e-06	1.946291e-06	-1.709051e-07
0.6825        	1.053195e-06	4.579430e+00	1.769513e-06	1.937952e-06	-1.684389e-07
0.685         	1.047799e-06	4.575485e+00	1.768010e-06	1.931804e-06	-1.637938e-07
0.6875        	1.042410e-06	4.571569e+00	1.773871e-06	1.929346e-06	-1.554752e-07
0.69          	1.037032e-06	4.567665e+00	1.710856e-06	1.892460e-06	-1.816039e-07
0.6925        	1.031665e-06	4.563793e+00	1.768310e-06	1.915820e-06	-1.475107e-07
0.695         	1.026311e-06	4.559947e+00	1.754236e-06	1.903429e-06	-1.491928e-07
0.6975        	1.020971e-06	4.556125e+00	1.741224e-06	1.891583e-06	-1.503588e-07
0.7           	1.015647e-06	4.552327e+00	1.735430e-06	1.883362e-06	-1.479320e-07
0.7025        	1.010340e-06	4.548553e+00	1.730241e-06	1.875460e-06	-1.452195e-07
0.705         	1.005051e-06	4.544803e+00	1.726182e-06	1.868142e-06	-1.419597e-07
0.7075        	9.997808e-07	4.541076e+00	1.721642e-06	1.860602e-06	-1.389596e-07
0.71          	9.945305e-07	4.537372e+00	1.711762e-06	1.850412e-06	-1.386494e-07
0.7125        	9.893010e-07	4.533691e+00	1.706745e-06	1.842674e-06	-1.359284e-07
0.715         	9.840931e-07	4.530034e+00	1.702545e-06	1.835365e-06	-1.328207e-07
0.7175        	9.789074e-07	4.526399e+00	1.701711e-06	1.829763e-06	-1.280521e-07
0.72          	9.737444e-07	4.522787e+00	1.700812e-06	1.824150e-06	-1.233386e-07
0.7225        	9.686053e-07	4.519197e+00	1.681347e-06	1.809279e-06	-1.279317e-07
0.725         	9.634900e-07	4.515633e+00	1.685875e-06	1.806427e-06	-1.205527e-07
0.7275        	9.583989e-07	4.512081e+00	1.664981e-06	1.790889e-06	-1.259086e-07
